bill,classification,submission_date,bill_title,bill_text,"Notes (added = title, text, date added)",Notes
23.3112,NA,2023-03-09,"Dublin-Abkommen. Wieso fordert der Bundesrat Italien nicht auf, unverzüglich die internationalen Verpflichtungen wieder einzuhalten?","<p>Italien hat im Dezember 2022 die Anwendung des Dublin-Abkommens sistiert und akzeptiert seither nicht mehr, dass die Schweiz illegale Migrantinnen und Migranten nach Italien rückführt. Die italienische Regierung rechtfertigt dies mit fehlenden Aufnahmekapazitäten.</p><p>Die Schweiz hat um Klarstellungen gebeten und daraufhin die unverbindliche Antwort erhalten, dass die Absicht bestehe, das Dublin-Abkommen \""möglichst rasch\"" wieder anzuwenden, ein Zeitplan wurde allerdings nicht genannt.</p><p>Der Bundesrat muss Italien jedoch dazu auffordern, dieses internationale Abkommen unverzüglich wieder einzuhalten. Die Situation in Norditalien spitzt sich tatsächlich zu, wie die jüngsten schweren Gewalttaten am Mailänder Hauptbahnhof zeigen, der faktisch bereits ein Tor zur Schweiz (insbesondere zum Tessin) ist.</p><p>Problematisch scheint die Situation auch mit Österreich, von wo aus täglich Dutzende illegal in die Schweiz einreisen.</p><p>Ich frage den Bundesrat:</p><p>- Warum fordert der Bundesrat Italien nicht dazu auf, das Dublin-Abkommen sofort wieder anzuwenden? Hat er die Absicht, dies bald zu tun? Wie lange ist der Bundesrat noch bereit, die derzeitige Nichteinhaltung zu tolerieren?</p><p>- Wie beurteilt der Bundesrat die Situation an der österreichischen Grenze? Was gedenkt er zu tun, um sie zu verbessern? Beabsichtigt der Bundesrat, Gespräche mit der österreichischen Regierung aufzunehmen, um die Rückführung illegaler Migrantinnen und Migranten nach Österreich rascher und effizienter zu gestalten?</p>",NA,NA
23.7082,NA,2023-03-01,Umsetzung der Motion 20.3080,"<p>Am 8.12.2020 haben die Räte die Motion 20.3080 angenommen, die das E-Bike-Fahren in der Freizeit für unter 14-Jährige unter Einhaltung bestimmter Sicherheitsregeln erlauben soll. Diese Massnahme ist einfach umzusetzen und wird von bestimmten Kreisen des Sommertourismus sehnlichst erwartet.</p><p>- Weshalb wartet der Bundesrat zwei Jahre, um diese Motion umzusetzen?</p><p>- Kann für die nächste Tourismussaison eine Umsetzung erwartet werden?</p>",NA,NA
23.7043,NA,2023-02-28,"\""Strichli-Liste\"" von alt Nationalrat Toni Brunner, SVP-Parteipräsident 2008-2016. Anfrage Nummer 22 im ersten Quartal 2023","<p>- Wann tritt die \""pfefferscharfe\"" Umsetzung der Ausschaffungs-Initiative in Kraft (09.060/20.025)?</p><p>- Wie viele der 17-22 ausgesprochenen Landesverweise wurden effektiv vollzogen (17: 17.5098, 17.5305, 17.5431, 17.5563; 18: 18.5082, 18.5280, 18.5554, 18.1082; 19: 19.5122, 19.5303, 19.5471, 19.5563; 20: 20.5070; 21: 21.7203, 21.7395, 21.7806, 21.8042; 22: 22.7160, 22.7364, 22.7724; 23: 22.7878)?</p><p>- Sind es jährlich mindestens 4000 Ausschaffungen, wie von den Durchsetzungsinitiative-Gegnern (13.091) behauptet?</p>",NA,NA
23.3485,4/7,2023-04-12,Garantiefonds. Systemrelevanz klären und implizite Staatsgarantie abgelten,"Der Bundesrat wird beauftragt, die gesetzlichen Grundlagen zu schaffen um:
1. Methodisch zu definieren, welche Unternehmen, unabhängig der Branche, als systemrelevant gelten (gemäss Argumentation zur UBS, CS- oder der Axpo-Rettung).
2. Solange ein Unternehmen als systemrelevant eingestuft wird, soll dieses im Sinne einer Rückversicherung mit einer Prämie versehen werden, die in einen Sicherheits- oder Garantiefonds einbezahlt wird. Dieser Fonds könnte beispielsweise durch die Schweizerische Nationalbank (SNB) oder durch ein privatwirtschaftliches Unternehmen mit öffentlichem Leistungsauftrag verwaltet werden.
3. Eine unvermeidbare Rettung eines systemrelevanten Unternehmens muss in Zukunft aus diesem Fonds erfolgen.
4. Kredite oder Garantien von Bund oder Nationalbank zur Rettung eines systemrelevanten Unternehmens dürfen ausschliesslich zugunsten dieses Fonds und nach klar definierten Kriterien und Konditionen gewährt werden.
5. Direkte Zahlungen, Kredite oder Garantien an ein Unternehmen Zwecks Rettung aufgrund von Systemrelevanz sind ausgeschlossen.
//
Die Rettung der CS und der Axpo haben erneut gezeigt, dass es für gewisse systemrelevante Unternehmen implizite, notrechtliche Staatsgarantien gibt. Grundsätzlich ist solche Systemrelevanz nicht mit der Schweizerischen Wirtschaft- und Staatsordnung vereinbar und es muss darauf hingearbeitet werden, dass jedes Unternehmen Konkurs gehen kann. Solange jedoch eine implizite Staatsgarantie für einige Grossunternehmen besteht, soll für diese quasi Rückversicherung eine angemessene Prämie erhoben werden. Ein damit gespiesener Fonds soll zur Verfügung stehen, wenn ein entsprechendes Unternehmen gerettet werden muss. Systemrelevante Unternehmen haben das Potenzial grossen Schaden zu verursachen, dieses Risiko wird aktuell von der Allgemeinheit getragen. Die implizite, gratis Staatsgarantie für einige Wenige sorgt für eine Benachteiligung aller Unternehmen, die nicht als systemrelevant eingestuft werden und führt damit zu nicht akzeptabler Marktverzerrung. Unternehmen die als systemrelevant gelten, müssen daher verpflichtet werden für im Sinne einer Rückversicherung eine angemessene Prämie zu bezahlen, dies unabhängig der Branche und unabhängig der Begründung der Systemrelevanz. Unternehmen, die von der Prämienpflicht ausgenommen werden wollen, können Massnahmen ergreifen um nicht mehr als systemrelevant zu gelten.
Gleichzeit soll eine Definition und methodische Festlegung der Systemrelevanz dazu führen, dass der Bund besser antizipiert und sich auf mögliche Szenarien, die für die Schweiz existenziell sind, strategisch vorbereitet. Die Anwendung von Notrecht und Überraschungen sollen grösstmöglich vermieden werden. In den letzten Jahren gab es zu viele solche Überraschungen. Mehr Kohärenz und ein rechtlicher Rahmen sind dringend nötig.",NA,Added / change from 7 to 4/7
23.3182,NA,2023-03-15,Ukraine. Mehr Engagement für den Frieden,"Der Bundesrat wird beauftragt, sein Engagement zugunsten der Ukraine im nicht-militärischen Bereich wie folgt signifikant zu erhöhen bzw. zu verstärken:
1. Markante Erhöhung der humanitären Hilfe;
2. Genf oder einen anderen Schweizer-Standort für spätere Friedensverhandlungen aktiv anbieten;
3. Einholen eines Mandates der UNO oder des UNO-Sicherheitsrats für spätere Friedensverhandlungen zwischen den Kriegsparteien.
//
Friedensverhandlungen liegen derzeit in weiter Ferne, es sprechen seit über einem Jahr die Waffen mit unermesslichem Leid für die Zivilbevölkerung in der Ukraine. Direkte Waffenhilfe durch die Schweiz ist aufgrund der Neutralität ausgeschlossen, über deren indirekte Weitergabe findet gegenwärtig eine kontroverse Debatte statt. Unabhängig vom Ausgang dieser Diskussion muss die Schweiz ihr Engagement im nicht-militärischen Bereich zwingend signifikant verstärken. Dies in dreifacher Hinsicht.
1. Markante Erhöhung der humanitären Hilfe
Die Schweiz hat eine grosse Tradition in der humanitären Hilfe; unser Katastrophenhilfekorps nimmt weltweit eine Spitzenposition ein und hat einen hervorragenden Ruf. Im internationalen Vergleich liegt die Schweiz mit ihrem Engagement in der Ukraine in den hinteren Rängen; Österreich z.B. hat vom 24. Januar 2022 bis zum 24. Januar 2023 mehr als dreimal so viel humanitäre Hilfe geleistet wie die Schweiz. Eine deutliche Erhöhung unseres Engagements ist ein solidarisches Zeichen der Schweiz.
2. Schweiz als Verhandlungsort
Jeder Krieg endet früher oder später mit einer Verhandlung an einem Tisch mit Friedensverhandlungen. Auf diesen Fall sollte sich die Schweiz schon jetzt vorbereiten. Unser Land war in der Vergangenheit schon oft Ort von Friedensverhandlungen, vor allem in der internationalen Weltstadt Genf. Der Bundesrat und seine Diplomatie sind daher aufgefordert, bereits alles in Bewegung zu setzen, um einen Schweizer Ort für spätere Friedensverhandlungen aktiv anzubieten. Dies stärkt die Glaubwürdigkeit der neutralen Schweiz.
3. UNO-Mandat für Verhandlungen
Der Bundesrat wird aufgefordert, sich in den zuständigen UNO-Gremien aktiv für ein Mandat für spätere Friedensverhandlungen zu bemühen, um ihre guten Dienste anzubieten. Die neutrale Schweiz mit ihrer grossen diplomatischen Erfahrung, ist am Besten geeignet, diese Rolle als Mitglied im UNO-Sicherheitsrat zu übernehmen.",NA,added
23.3257,NA,2023-03-16,Förderung der Grundkompetenzen. Teilnahme bis 2028 verdoppeln,"Der Bundesrat wird aufgefordert, die erforderlichen Massnahmen zu treffen,
a. um bis 2028 die Teilnahme von Erwachsenen an Weiterbildungsangeboten im Bereich Grundkompetenzen im Vergleich zur aktuellen Teilnahme mindestens zu verdoppeln;
b. die Effizienz und Wirksamkeit der ergriffenen Massnahmen mit Hilfe eines begleitenden Monitorings sicherzustellen;
c. die Empfehlungen der Studie ""Förderung der Grundkompetenzen - Schnittstellen und Qualität"" der Interinstitutionellen Zusammenarbeit vom Februar 2023 umzusetzen.
//
Aufgrund des Weiterbildungsgesetzes sowie des Berufsbildungsgesetzes fördert der Bund subsidiär den Erwerb und Erhalt von Grundkompetenzen. Er unterstützt einerseits kantonale Weiterbildungsprogramme, anderseits Kurse von Unternehmen und Organisationen, die den Angestellten arbeitsplatzbezogene Grundkompetenzen vermitteln und sie so für veränderte Anforderungen fit halten. Im ""Grundsatzpapier 2021-2024"" über die ""Förderung des Erwerbs und Erhalts von Grundkompetenzen Erwachsener (Art. 16 WeBiG)"" vom 10. Mai 2021 legte das Staatssekretariat für Bildung, Forschung und Innovation die nationalen Ziele fest, die als Grundlage für die kantonalen Programme im Hinblick auf den Erwerb und Erhalt der Grundkompetenzen von Erwachsenen sowie deren Ausgestaltung dienen sollen.
Allerdings fehlen in diesem Grundsatzpapier operationalisierbare Ziele. In Bezug auf die Teilnahme an Weiterbildungsangeboten im Bereich Grundkompetenzen wird lediglich festgehalten, dass die Bildungsmassnahmen ""mehr Teilnehmende"" verzeichnen sollen. Die Teilnahme liegt heute gemäss Schätzungen bei etwa 1 Prozent der Betroffenen.
Eine Verdoppelung der Teilnahme ist im Hinblick auf die nächste BFI-Periode eine realistische Zielsetzung. Sie ist zudem aus volkswirtschaftlicher sowie sozialer Perspektive eine Notwendigkeit.
Zur Zielerreichung kann die konsequente Umsetzung der Empfehlungen der Studie ""Förderung der Grundkompetenzen - Schnittstellen und Qualität"" der Interinstitutionellen Zusammenarbeit vom Februar 2023 beitragen. Zudem braucht es ein begleitendes Monitoring.",NA,added
23.3108,9,2023-03-09,Transportvelos auf Autoparkplätzen!,"<p>Der Bundesrat wird beauftragt, die Signalisationsverordnung dahingehend anzupassen, dass Autoparkplätze für das Abstellen von Transportvelos generell benutzt werden dürfen.</p><p>51 Prozent des motorisierten Verkehrs in europäischen Städten könnten auf Transportvelos verlagert werden. Dies zeigt eine europaweite Studie von Cyclelogistics aus dem Jahr 2013, die von der Europäischen Union finanziert wurde. Es geht um Transporte von maximal 5 km mit einer Nutzlast von 200 kg oder 1 m3. 69 Prozent dieser Fahrten sind privat und 31 Prozent geschäftlich. Die Studie wird durch eine aktuelle Bestandsaufnahme der European Cyclist's Federation zu Transportvelos in europäischen Städten untermauert (<a href=\""https://ecf.com/tracker-cargo-bike-friendly-cities\"">https://ecf.com/tracker-cargo-bike-friendly-cities</a>). Es ist erwiesen, dass Transportvelos Energie sparen, den CO2-Ausstoss reduzieren und weniger Lärm machen. Dies gilt umso mehr, als der Bundesrat in seinem Bericht \""Verkehrsflächen für den Langsamverkehr\"" (2021) vorsieht, die Traglast von Transportvelos auf 250 kg oder 450 kg zu erhöhen. Einerseits werden Transportvelos für den Transport von Kindern oder Waren benutzt. Viele Nutzerinnen und Nutzer möchten sich aber auch umweltfreundlich fortbewegen, - zum Beispiel indem sie auf das Auto verzichten -, aber trotzdem unabhängig sein. Transportvelos sind eine Ideallösung für klimaneutrale Städte mit hoher Lebensqualität, da sie in diesen mehrere Probleme gleichzeitig lösen! Die drei grössten Hindernisse für eine schnelle Verbreitung von Transportvelos sind gesetzliche Beschränkungen für Fahrzeuge, die Breite der Infrastruktur für Velos und die Verfügbarkeit von Parkplätzen. Während die ersten beiden Punkte mit den im Bericht des Bundesrates erwähnten Massnahmen und mit der Umsetzung des Veloweggesetzes angegangen werden, bleibt die Frage der Parkierungsflächen ungelöst. Zwar will der Bundesrat laut dem Bericht eine Vorlage zu speziellen Parkierungsflächen für Leichtmotorfahrräder in die Vernehmlassung schicken. Dies schafft jedoch nicht a priori zusätzliche Flächen. Eine Möglichkeit besteht darin, die Autoparkplätze umzuwidmen. Es wäre jedoch viel einfacher, diese generell für Transportvelos freizugeben.</p>",NA,"NEW DT,"
23.7032,NA,2023-02-28,Woher kommt der Sinneswandel zur möglichen Beibehaltung von Festungsartillerie?,"<p>In der Sommersession 2022 wurde meine Mo. 22.3066, welche die Wiederinbetriebnahme der Festungsartillerie forderte vom Bundesrat zur Ablehnung empfohlen, da diese nicht mehr benötigt werde. Am 20. Februar 2023 erklärte der Chef der Armee in einem Interview, dass geprüft wird ob ein Teil der restlichen Festungsartillerie bleiben soll.</p><p>Was ist die Erklärung für diesen plötzlichen Sinneswandel und wie ist dieser zu verstehen?</p>",NA,NA
23.3463,4,2023-04-11,Bewertung der Finanzrisiken im Zusammenhang mit der Klimaerwärmung und entsprechende Massnahmen der SNB und der Finma,"<p>Der Bundesrat wird beauftragt, das CO2-Gesetz dahingehend zu ändern, dass die Klimarisiken in den Finanzflüssen berücksichtigt werden. Er soll zu diesem Zweck in das CO2-Gesetz aufnehmen, dass:</p><p>- die Eidgenössische Finanzmarktaufsicht (FINMA) periodisch die mikroprudenziellen Finanzrisiken im Zusammenhang mit dem Klimawandel misst; </p><p>- die Schweizerische Nationalbank (SNB) periodisch die makroprudenziellen Finanzrisiken im Zusammenhang mit dem Klimawandel misst;</p><p>- die FINMA und die SNB für den Bundesrat regelmässig einen öffentlichen Bericht über die Ergebnisse und entsprechende Massnahmen erstellen. </p><p>Um eine stabile Geldpolitik zu gewährleisten, wird mit dieser Motion beantragt, dass die SNB die Klimarisiken ihrer Anlagepolitik misst. Durch ihre derzeitigen Investitionen in Unternehmen mit sehr hohem Ausstoss an Treibhausgasen (THG) setzt sich die SNB vermehrt Klimarisiken aus und trägt gleichzeitig zum Anstieg der THG-Emissionen und zum Klimawandel bei. </p><p>Die Anlagepolitik der SNB gefährdet somit ihre eigene Stabilität. Umgekehrt sichert sie sich eine gewisse Performance und setzt sich selbst weniger den Klimarisiken aus, wenn sie mit Weitblick in den ökologischen Wandel investiert. </p><p>Die FINMA ihrerseits gewährleistet im allgemeinen Landesinteresse eine höhere Sicherheit, indem sie makroprudenzielle Risiken misst und das Finanzsystem widerstandsfähiger gestaltet. </p><p>Die mikroprudenzielle Regulierung konzentriert sich auf die einzelnen Risiken auf der Grundlage einer makroprudenziellen Analyse, die die Risiken in ihrer Gesamtheit - das Systemrisiko - umfasst.</p><p>Jeden Tag wird in der Schweiz CO2 ausgestossen: im Verkehr, beim Heizen, in der Luftfahrt und in der Industrie. Daneben gibt es auch das CO2, das wir durch die Investitionen des Finanzplatzes in fossile Energien in die ganze Welt exportieren. Pro Jahr verursachen diese Investitionen über zwanzigmal mehr Emissionen als Schweizer Haushalte und Unternehmen.</p><p>Vor diesem Hintergrund ist die Rolle der FINMA und der SNB entscheidend. Darüber hinaus ist es wichtig, dass Letztere absolut transparent handeln. Nachdem sie die Finanzrisiken im Zusammenhang mit dem Klimawandel gemessen haben, verpflichten sie sich, einen öffentlichen Bericht über die Ergebnisse und zu ergreifende Massnahmen zu erstellen.</p>",NA,NA
22.3392,6,2022-04-29,Erweiterte Härtefallregelung zum Zugang zu beruflichen Ausbildungen,"Der Bundesrat wird beauftragt, die rechtlichen Grundlagen dahingehend anzupassen, dass der Zugang zur beruflichen Ausbildung für abgewiesene Asylsuchende und Sans-Papiers erleichtert wird.
//
Wie der Bundesrat in seinem Bericht ""Gesamthafte Prüfung der Problematik der Sans Papiers"" vom Dezember 2020 schreibt, ist für Sans-Papiers eine nachobligatorische Ausbildung schwierig zu erreichen. Aufgrund einer Motion des ehemaligen CVP-Nationalrats Luc Barthassat wurde 2013 eine Möglichkeit zum Zugang zur beruflichen Ausbildung auch für abgewiesene Asylsuchende und Sans-Papiers geschaffen. Die jungen Menschen, die bisher eine solche Ausnahmebewilligung erhielten, erwiesen sich in aller Regel als sehr motivierte Lehrlinge.
Nach den Erfahrungen mit der bestehenden Regelung seit 2013 zeigt sich aber, dass diese zu eng gefasst ist. Gemäss dem erwähnten Bericht des Bundesrats haben von 2013 bis 2020 in der ganzen Schweiz nur 61 jugendliche Sans-Papieren von der bestehenden Regelung profitiert. Das zeigt, dass die Regelung sehr restriktiv ist und eine grössere Zahl von jungen Erwachsenen ausschliesst, die ebenfalls das Potential und die Motivation haben, eine berufliche Ausbildung anzutreten. Es macht weder für die Betroffenen noch für die Gesellschaft Sinn, wenn diese Personen über weitere Jahre ausbildungs- und beschäftigungslos bleiben. Deshalb soll die bestehende Regelung nun etwas geöffnet werden. Dies ist auch im Sinne der Begleitgruppe des genannten Berichts des Bundesrates, in der u.a. auch SSV, SGV, SODK, VSAA, VDK und SKOS vertreten waren. Sie alle sprachen sich in der einen oder anderen Form für eine Lockerung des entsprechenden Verordnungsartikels aus (Art. 30a der Verordnung über Zulassung, Aufenthalt und Erwerbstätigkeit VZAE).
Insbesondere soll geprüft werden, bei den Voraussetzungen für eine Aufenthaltsbewilligung für die Dauer der beruflichen Grundbildung die Dauer des bisherigen Aufenthalts von fünf auf zwei Jahre herabzusetzen und dass auch junge Menschen einbezogen werden können, welche die obligatorische Schule in der Schweiz weniger als zwei Jahre oder gar nicht besucht haben. Weiter ist die Möglichkeit anonymisierter Gesuche zu prüfen. Natürlich sollen die Integrationskriterien weiterhin gelten und die Voraussetzung bestehen bleiben, dass Arbeitgebende die Anstellung eines potenziellen Lehrlings im Einzelfall prüfen. Eine offenere Regelung ist sowohl im Interesse der betroffenen Menschen wie auch der Gesellschaft und Wirtschaft, wo die Nachfrage nach Lehrlingen gross ist.",NA,added
23.314,2,2023-03-14,Bundesasylzentrum Boudry. Dringende Massnahmen sind erforderlich,"<p>Der Krieg in der Ukraine in Verbindung mit der Zunahme anderer Migrationsströme setzt das Asylsystem, insbesondere die Bundesasylzentren (BAZ), unter Druck.</p><p>Das BAZ Boudry im Kanton Neuenburg ist eines der sechs Zentren des Bundes mit Verfahrensfunktion. Es übernimmt ein Viertel der in der Schweiz gestellten Asylgesuche und ist damit das grösste BAZ.</p><p>Für das BAZ Boudry war ursprünglich eine maximale Belegung von 480 Schlafplätzen festgelegt worden (Absichtserklärung, 2015). Aufgrund der Erweiterung des Standorts im Zusammenhang mit der Covid-19-Pandemie wurde die Maximalkapazität auf 684 Plätze erhöht. In der Zeit mit den höchsten Belegungsquoten wurden Spitzenwerte von über 800 Personen verzeichnet. Der Standort ist für eine solche Belegung und für eine Gemeinde mit einer Bevölkerung von 6000 Personen ungeeignet. Unsoziales Verhalten und wiederholte Straftaten führen zu Unsicherheit und wachsendem Unbehagen in der Bevölkerung, obwohl diese die Aufnahme von Geflüchteten im Allgemeinen befürwortet. Selbst wenn nur eine kleine Anzahl der Asylsuchenden auf diese Weise auffällt, wird das gesamte System in Misskredit gebracht. Die Situation hat sich in den letzten Monaten stark verschärft. Durch die Überlastung verschlechtern sich auch die Lebensbedingungen im BAZ, und es entstehen Spannungen.</p><p>Es müssen daher dringend Massnahmen ergriffen werden, damit die BAZ zu ihrer erlaubten Maximalkapazität zurückkehren und die Aufnahmebedingungen in den Zentren verbessert werden können.</p><p>Wir bitten den Bundesrat um die Beantwortung folgender Fragen:</p><p>- Ist er bereit, rasch alle Massnahmen zu ergreifen, damit das Bundesasylzentrum zu seiner ursprünglichen Maximalkapazität von 480 Schlafplätzen zurückkehren kann? Und wie soll dies bewerkstelligt werden?</p><p>- Das ursprüngliche Vorhaben, einen Puffer für Spitzenwerte bei der Anzahl der Asylgesuche einzuplanen, wurde aufgegeben. Wie gedenkt der Bundesrat künftig mit solchen Spitzenwerten umzugehen, ohne die BAZ zu überlasten?</p><p>- Die Pauschalbeträge des Bundes an die Sicherheitskosten, die den Kantonen gemäss Artikel 41 der Asylverordnung 2 gezahlt werden, sind unzureichend. Zieht der Bundesrat in Betracht, diese Beiträge zu erhöhen?</p><p>- Besonders häufig ist unsoziales Verhalten in öffentlichen Verkehrsmitteln anzutreffen. Ist der Bundesrat bereit, die Gemeinde und den Kanton dabei zu unterstützen, um dort die Sicherheit zu gewährleisten?</p><p>- Die Praxis in anderen Asylzentren hat gezeigt, dass eine Verbesserung der Aufnahmebedingungen für Geflüchtete nicht nur die Lebensbedingungen, sondern auch die Beziehung zur Bevölkerung verbessert. Welche dahingehenden Massnahmen sieht der Bundesrat dazu vor?</p>",NA,NA
23.702,NA,2023-02-27,Verwendung der Schweizerfahne im Ausland,"<p>In mehreren Ländern ist die Schweizerfahne auf vielen Schildern in Hotels, Apotheken, Notaufnahmen und an weiteren Orten zu sehen.</p><p>- Was sind die Gründe für diese verschiedenen Vorkommen?</p><p>- Unterliegt die Verwendung unserer Fahne auf solchen Schildern der Bewilligungspflicht?</p>",NA,NA
23.3038,4,2023-02-28,Vorlegung des UNRWA-Schulmaterials,"Der Bundesrat wird beauftragt, vor jeder Genehmigung der finanziellen Unterstützung für das Hilfswerk der Vereinten Nationen für Palästinaflüchtlinge im Nahen Osten (UNRWA) jeweils ein Exemplar der aktuell verwendeten Schulmaterialen der UNRWA der zuständigen Kommission vorzulegen. Die zuständige Kommission soll daraufhin die Materialien auf ihren Inhalt prüfen, insbesondere, inwiefern die Inhalte (Text, Bilder, Grafiken) in Einklang mit der Schweizer Nahost-Politik stehen. In Fällen, wo die Inhalte gegen diese Politik verstossen, wird der Bundesrat beauftragt, die sofortige Anpassung zu veranlassen und der Kommission die entsprechenden Evidenzen darzulegen.
//
In seinem Bericht zum Postulat Nantermod 18.3557 zur UNRWA vom 14. Juni 2018 hält der Bundesrat fest: ""Schulmaterialien, die dem Geist einer Zweistaatenlösung zuwiderlaufen, Gewalt verherrlichen, Rassismus und Antisemitismus schüren oder Verletzungen des Völkerrechts verharmlosen, sind nicht im Einklang mit der Schweizer Nahost-Position und werden von der Schweiz verurteilt. Die Schweiz wird sich weiterhin für geeignete Schulmittel einsetzen und unterstützt eine laufende Überprüfung des Unterrichtsmaterials"". Eine unabhängige Studie der IMPACT-Se zum von der UNRWA produzierten Schulmaterial - sogenannte Beiblätter - zeigt aber auf, dass diese Materialien an vielen Stellen nicht mit der Schweizer Nahost-Position in Einklang stehen.
Ende 2022 hat der Bundesrat eine erneute Finanzierung der UNRWA für weitere zwei Jahre gutgeheissen. Es kann also als logische Konsequenz angesehen werden, dass der Bundesrat den entsprechenden Kommissionen beider Räte einen direkten und regelmässigen Einblick in das Schulmaterial der UNRWA gewährt bzw. veranlasst.
Im Januar 2023 besuchten einige Mitglieder der Bundesversammlung die UNRWA-Schule in Bethlehem mit dem Ziel, selbst Einsicht in die UNRWA Schulbücher bzw. Beiblätter zu erhalten. Obwohl das Treffen durch das DEZA aufgegleist und der UNRWA das Begehren der Delegation klar kommunizier wurde, erhielt die Delegation vor Ort keine Einsicht in irgendein Schulmaterial. Dieses Erlebnis suggeriert stark den Eindruck, die UNRWA habe etwas zu verbergen.
In den neuesten Terroranschlägen in Israel und den palästinensischen Gebieten (Januar und Februar 2023) bestürzt der Umstand, dass immer mehr palästinensische Jugendliche und Kinder in Terroranschläge gegen Israelis direkt involviert sind. Diese Jugendlichen und Kinder besuchen entweder eine Schule der palästinensischen Autonomiebehörde (PA) oder der UNRWA. Nebst dem Elternhaus, dem politischer Einfluss der PA oder der Hamas formen auch die Schulen die Einstellung der palästinensischen Kinder und Jugendlichen. Eine Verbindung zwischen der gewaltbereiten Einstellung von palästinensischen Kindern und Jugendlichen und dem vermittelten Inhalt an den Schulen lässt sich daher stark vermuten.",NA,added
23.3316,3,2023-03-16,Transparenz und Solidarität bei der Pflege der engsten Angehörigen. Freiwilligenarbeit stärken statt Krankenversicherung belasten,"Der Bundesrat wird eingeladen sicherzustellen, dass wer seine engsten Familienangehörigen behandelt oder betreut im Grundsatz nicht zu Lasten KVG entschädigt wird. Er regelt die Einzelheiten und allfällige, restriktive Ausnahmen. // Spazieren mit seiner betagten Mutter z. B. ist in mehrfacher Hinsicht unbezahlbar. Mitnichten kann es eine Aufgabe sein, welche das KVG finanziert. Vor dem Hintergrund der Bestandspflicht, der jüngst eingeführten gesetzlichen Massnahmen für die bessere Unterstützung von betreuenden Angehörigen sowie der anstehenden demografischen Alterung soll es höchstens in Ausnahmefällen möglich sein, dass Angehörige ersten und zweiten Grades zu Lasten der Krankenversicherung gepflegt werden. Mit Betreuungsgutschriften und zusätzlichem Urlaub für betroffene Angestellten wurden jüngst konkrete Hilfen für die Helfenden ins Leben gerufen: Per 1. Januar 2021 wurden die Lohnfortzahlungen bei kurzen Arbeitsabwesenheiten geregelt und die Betreuungsgutschriften in der AHV ausgeweitet. Auch der Anspruch auf den Intensivpflegezuschlag und die Hilflosenentschädigung der IV für Kinder wurden angepasst. In der 2. Etappe wurde per 1. Juli 2021 der bezahlte 14-wöchige Urlaub für die Betreuung von schwer kranken oder verunfallten Kindern in Kraft gesetzt. Das Problem: Während das Bundesgericht die Behandlungspflege (komplexe Wundversorgung, Infusionen und Injektionen etc.) von ""Laienpflegern"" richtigerweise untersagt, wird die Grundpflege (Körperpflege, aus- und ankleiden, Unterstützung bei Ernährung und Fortbewegung etc.) zu Lasten der OKP mangels klarer gesetzlicher Grundlagen erlaubt. Zudem dürfte in vielen Fällen die Angehörigenleistung weniger der Behandlung einer ""Krankheit"" oder deren Folgen (gemäss Art. 25 KVG) dienen, sondern im Zusammenhang mit der Alterung des pflegebedürftigen Angehörigen erbracht werden. Was aber de facto weder die Kantone, noch die Krankenkassen vor Ort kontrollieren können. Auch mit Blick auf die demografische Alterung muss solchen finanziellen Begehrlichkeiten rechtzeitig Einhalt geboten werden.
Die Beistandspflicht gegenüber seinen Nächsten im Allgemeinen und den engsten Familienangehörigen im Besonderen gehören zu den vornehmsten Eigenschaften jeder Gesellschaft. Viele wichtige Aufgaben wären sonst schlicht nicht finanzierbar. Formelle und informelle Hilfe sollen aber nicht vermischt werden. Fatal wäre es für unsere Gesellschaft, wenn immer mehr Personen ihre Angehörigen zu Lasten des KVG betreuen oder medizinisch behandeln würden, während Abertausende von Müttern, Töchtern, Vätern und Brüdern diesen Beistand wie selbstverständlich und zu Gottes Lohn verrichten.",added,NA
23.3461,NA,2023-04-11,Finanzplatz Schweiz. Too-big-to-fail-Problem nachhaltig lösen,"<p>Der Bundesrat wird beauftragt, dem Parlament eine Vorlage zur nachhaltigen Lösung der \"" Too big to fail\"" - Problematik im Schweizer Bankwesen zu unterbreiten. Kein privates Finanzinstitut soll mehr vom Bund oder der Nationalbank mit ausserordentlichen Sondermassnahmen vor dem Konkurs gerettet werden.</p>",NA,NA
